keep,public_any,pct_data_public,var_name,var_label,var_def,domain,subdomain,dataset_instance,n_data_pts_public,n_data_pts_private,n_data_pts_total,intermediate_metadata
0,no,0%,BECELEVATIONMAX,Maximum elevation in geographic unit.,"Maximum elevation (meters) in geographic unit. Examples of use: Keskinen, Rantakokko, Suomi, Rantanen, & Portegijs (2018)",Physical and Natural Environment,Natural Environment and Parks,BEC_v1.0,0,58979,58979,"Pending final cdbk review, default to not public"
0,no,0%,BECELEVATIONMEDIAN,Median elevation in geographic unit.,"Median elevation (meters) in geographic unit. Examples of use: Keskinen, Rantakokko, Suomi, Rantanen, & Portegijs (2018)",Physical and Natural Environment,Natural Environment and Parks,BEC_v1.0,0,58979,58979,"Pending final cdbk review, default to not public"
0,no,0%,BECELEVATIONMIN,Minimum elevation in geographic unit.,"Minimum elevation (meters) in geographic unit. Examples of use: Keskinen, Rantakokko, Suomi, Rantanen, & Portegijs (2018)",Physical and Natural Environment,Natural Environment and Parks,BEC_v1.0,0,58979,58979,"Pending final cdbk review, default to not public"
0,no,0%,BECELEVATIONP25,25th percentile of elevation in geographic unit.,"25th percentile of elevation (meters) in geographic unit. Examples of use: Keskinen, Rantakokko, Suomi, Rantanen, & Portegijs (2018)",Physical and Natural Environment,Natural Environment and Parks,BEC_v1.0,0,58979,58979,"Pending final cdbk review, default to not public"
0,no,0%,BECELEVATIONP75,75th percentile of elevation in geographic unit.,"75th percentile of elevation (meters) in geographic unit. Examples of use: Keskinen, Rantakokko, Suomi, Rantanen, & Portegijs (2018)",Physical and Natural Environment,Natural Environment and Parks,BEC_v1.0,0,58979,58979,"Pending final cdbk review, default to not public"
0,no,0%,BECELEVATIONSTD,Standard deviation of elevation in geographic unit.,"Standard deviation of elevation (meters) in geographic unit. Examples of use: Keskinen, Rantakokko, Suomi, Rantanen, & Portegijs (2018)",Physical and Natural Environment,Natural Environment and Parks,BEC_v1.0,0,58979,58979,"Pending final cdbk review, default to not public"
0,no,0%,BECELEVATIOVE,"",Unknown,Physical and Natural Environment,Urban Form Metrics,BEC_v1.0,0,2549,2549,"Pending final cdbk review, default to not public"
0,no,0%,BECERRORWP,"",Unknown,Physical and Natural Environment,Urban Form Metrics,BEC_v1.0,0,1791,1791,"Pending final cdbk review, default to not public"
0,no,0%,BECGASPRICE,Gasoline price,"Measure the price per gallon. Price per gallon of standard gasoline in USD per liter (applicable only to L1_AD, for many cities a value for L2 does not exist). Interpretation: Price per gallon of standard gasoline in USD per liter (applicable only to L1_AD, for many cities a value for L2 does not exist). A unit with higher values indicates a transportation system with higher cost for the users and the drivers. The year of the data is from 2017 (for some of the countries) and range between March to September. A unit with higher values indicates a transportation system with higher cost for the users and the drivers.",Physical and Natural Environment,Transportation,BEC_v1.0,0,1044,1044,"Pending final cdbk review, default to not public"
0,no,0%,BECGASPRICEADJ,Adjusted gasoline price,"Measure the capacity of payment of a unit of fuel, according to the minimum wage. Interpretation: Price of standard gasoline in USD per liter /minimum wage (applicable only to L1_AD). A unit with higher values indicates a transportation system with higher cost for the users and the drivers. ",Physical and Natural Environment,Transportation,BEC_v1.0,0,1044,1044,"Pending final cdbk review, default to not public"
0,no,0%,BECGEOFLAG,L3 boundary quality flag,"a variable indicating whether the L3s in an L1AD on average are correctly georeferenced, i.e., have the correct alignment with other geospatial data. BECGEOFLAGL3 = 0 indicates that L3s in an L1AD overall have correct alignment. BECGEOFLAGL3 = 1 indicates that L3s in an L1AD overall have incorrect alignment and we recommend not using these L3s in the analysis.",Physical and Natural Environment,Urban Form Metrics,BEC_v1.0,0,50000,50000,"Pending final cdbk review, default to not public"
0,no,0%,BECGSAVGPTCHAREA,Mean greenspace patch size,"Total greenspace area (in hectares) divided by number of greenspace patches. Greenspace patches are net of water bodies and exclude limited no observation areas in remote sensing images (due to cloud and shadow). This variable is calculated for L1UX using a 2017 greenspace map at 10 m resolution. Due to the large size of L1AD and L2, this variable is calculated using the same greenspace map resampled to 30 m resolution. For calculation and interpretation of this variable, refer to Mean patch size: BECAVGPTCHAREALLLL >>> Interpretation: Indicator of fragmentation. Larger values reflect a larger size of urban development; low values reflect scattered, small development. For applications, see Irwin & Bockstael (2007)., Boentje & Blinnikov (2007), McCarty & Kaza (2015) and Chen, Yao, Sun, & Chen (2014).",Physical and Natural Environment,Natural Environment and Parks,BEC_v1.0,0,2178,2178,"Pending final cdbk review, default to not public"
0,no,0%,BECGSAWAVGPTCHAREA,Area-weighted mean greenspace patch size,"Weighted average of urban patch size (in hectares). This value is weighted by the area of each patch. Greenspace patches and total area are net of water bodies and exclude limited no observation areas in remote sensing images (due to cloud and shadow). This variable is calculated for L1UX using a 2017 greenspace map at 10 m resolution. Due to the large size of L1AD and L2, this variable is calculated using the same greenspace map resampled to 30 m resolution. For calculation and interpretation of this variable, refer to Area-weighted mean patch size: BECAWAVGPTCHAREALLLL >>> Interpretation: Indicator of fragmentation. Larger values reflect a larger size of urban development; low values reflect scattered, small development. By weighting by patch size, larger urban patches have a higher influence in this weighted-average metric. Researchers could decide at their own discretion on using this weighted index or the corresponding unweighted one. For applications, see Irwin & Bockstael (2007), Boentje & Blinnikov(2007), McCarty & Kaza (2015) and Chen, Yao, Sun, & Chen (2014).",Physical and Natural Environment,Natural Environment and Parks,BEC_v1.0,0,2178,2178,"Pending final cdbk review, default to not public"
0,no,0%,BECGSAWMNNNGH,Area-weighted Mean Nearest Neighbor Distance of greenspace patches,"Mean distance (in meters) to the nearest greenspace patch within the geographic boundary. This value is weighted by the area of each patch. Greenspace patches are net of water bodies and exclude limited no observation areas in remote sensing images (due to cloud and shadow). This variable is calculated for L1UX using a 2017 greenspace map at 10 m resolution. Due to the large size of L1AD and L2, this variable is calculated using the same greenspace map resampled to 30 m resolution. For calculation and interpretation of this variable, refer to Area-weighted Mean Nearest Neighbor Distance: BECAWMNNNGHLLLL >>> Interpretation: Indicator of isolation among patches of a similar class, a higher value indicates higher level of isolation. By weighting by patch size, larger urban patches have a higher influence in this weighted-average metric. For applications, see Boentje & Blinnikov (2007).",Physical and Natural Environment,Natural Environment and Parks,BEC_v1.0,0,2160,2160,"Pending final cdbk review, default to not public"
0,no,0%,BECGSAWMNSHPINDX,Area-weighted mean shape index of greenspace patches,"Shape index is a ratio of the actual perimeter of a patch to the minimum perimeter possible for a maximally compact patch with the same size. The area-weighted mean shape index is the weighted average of the shape index for each patch within the geographic boundary. This index is weighted by the area of each patch. Greenspace patches are net of water bodies and exclude limited no observation areas in remote sensing images (due to cloud and shadow). This variable is calculated for L1UX using a 2017 greenspace map at 10 m resolution. Due to the large size of L1AD and L2, this variable is calculated using the same greenspace map resampled to 30 m resolution. For calculation and interpretation of this variable, refer to Area-weighted mean shape index: BECAWMNSHPINDXLLLL >>>  Interpretation: Shape index ranges from 1 to infinity, with 1 being the index for a patch that is maximally compact. A lower value indicates higher levels of compactness of each individual patch. By weighting by patch size, larger urban patches have a higher influence in this weighted-average metric. For applications, see Irwin & Bockstael (2007).",Physical and Natural Environment,Natural Environment and Parks,BEC_v1.0,0,2178,2178,"Pending final cdbk review, default to not public"
0,no,0%,BECGSCLUMP,Clumpy of greenspace patches,"Clumpy measures the clustering of greenspace patches. This variable ranges between -1 and 1, where -1 indicates maximum disaggregation, 0 indicates random distribution, and 1 indicates maximum aggregation. Greenspace patches are net of water bodies and exclude limited no observation areas in remote sensing images (due to cloud and shadow). This variable is calculated for L1UX using a 2017 greenspace map at 10 m resolution. Due to the large size of L1AD and L2, this variable is calculated using the same greenspace map resampled to 30 m resolution. Interpretation: Indicator of spatial clustering of greenspace patches. A value closer to 1 indicates more spatial aggregation, whereas a value closer to -1 indicates more spatial disaggregation. A visual example showing three L1UXs with different levels of Clumpy is in Figure 17. For applications, see Mears, Brindley, Jorgensen, Ersoy, & Maheswaran (2019). For applications, see Mears, Brindley, Jorgensen, Ersoy, & Maheswaran (2019)",Physical and Natural Environment,Natural Environment and Parks,BEC_v1.0,0,2178,2178,"Pending final cdbk review, default to not public"
0,no,0%,BECGSCOHESION,Cohesion of greenspace patches,"cohesion measures physical connectedness of greenspace patches. This variable is between 0≤COHESION<100, with values closer to 0 indicating that the proportion of the landscape occupied by greenspace decreases and becomes increasingly subdivided and less physically connected. COHENSION increases monotonically as the proportion of the landscape occupied by greenspace increases until an asymptote is reached near the percolation threshold (beyond which a giant connected component exists). COHENSION=0 if the landscape only has one greenspace cell. Greenspace patches are net of water bodies and exclude limited no observation areas in remote sensing images (due to cloud and shadow). This variable is calculated for L1UX using a 2017 greenspace map at 10 m resolution. Due to the large size of L1AD and L2, this variable is calculated using the same greenspace map resampled to 30 m resolution.  Interpretation: Indicator of physical connectedness of greenspace patches. A value closer to 0 indicates less connection and less presence of greenspace patches. The value is sensitive to and increases with clumpy of greenspace patches, before the percolation threshold when a giant connected component forms (e.g., a green belt along the city perimeter). Beyond the percolation threshold, cohesion is insensitive to patch configuration.  For applications, see Lee, Ellis, Kweon, & Hong, 2008; Tsai, Floyd, Leung, McHale, & Reich (2016).",Physical and Natural Environment,Natural Environment and Parks,BEC_v1.0,0,2178,2178,"Pending final cdbk review, default to not public"
0,no,0%,BECGSEDGDENDS,Edge density of greenspace patches,"Total edge of all greenspace patches, divided by the total are of the geographic unit. Unit: meters per hectare. Edge is the patch boundary separating greenspace from non-greenspace and does not include the boundary on the landscape boarder. Greenspace patches and total area are net of water bodies and exclude limited no observation areas in remote sensing images (due to cloud and shadow). This variable is calculated for L1UX using a 2017 greenspace map at 10 m resolution. Due to the large size of L1AD and L2, this variable is calculated using the same greenspace map resampled to 30 m resolution. For calculation and interpretation of this variable, refer to Edge density: BECEDGDENSLLLL >> Interpretation: Indicator of fragmentation and shape complexity. A higher value indicates, for the same total area of urban patches: (1) on average, there are likely to be more smaller patches, versus fewer larger patches, and (2) on average, patches have more complex shapes. For applications, see Boentje & Blinnikov (2007).",Physical and Natural Environment,Natural Environment and Parks,BEC_v1.0,0,2178,2178,"Pending final cdbk review, default to not public"
0,no,0%,BECGSMNNNGH,Mean Nearest Neighbor Distance of greenspace patches,"Mean distance (in meters) to the nearest greenspace patch within the geographic boundary. Greenspace patches are net of water bodies and exclude limited no observation areas in remote sensing images (due to cloud and shadow). This variable is calculated for L1UX using a 2017 greenspace map at 10 m resolution. Due to the large size of L1AD and L2, this variable is calculated using the same greenspace map resampled to 30 m resolution.  For calculation and interpretation of this variable, refer to Area-weighted Mean Nearest Neighbor Distance: BECAWMNNNGHLLLL and ignore the weights (w_k) >>> Interpretation: Indicator of isolation among patches of a similar class, a higher value indicates higher level of isolation. By weighting by patch size, larger urban patches have a higher influence in this weighted-average metric. For applications, see Boentje & Blinnikov (2007).",Physical and Natural Environment,Natural Environment and Parks,BEC_v1.0,0,2160,2160,"Pending final cdbk review, default to not public"
0,no,0%,BECGSMNSHPINDX,Mean shape index of greenspace patches,"Shape index is a ratio of the actual perimeter of a patch to the minimum perimeter possible for a maximally compact patch with the same size. Greenspace patches are net of water bodies and exclude limited no observation areas in remote sensing images (due to cloud and shadow). This variable is calculated for L1UX using a 2017 greenspace map at 10 m resolution. Due to the large size of L1AD and L2, this variable is calculated using the same greenspace map resampled to 30 m resolution. For calculation and interpretation of this variable, refer to Area-weighted mean shape index: BECAWMNSHPINDXLLLL and ignore the weights (w_k) >>> Interpretation: Shape index ranges from 1 to infinity, with 1 being the index for a patch that is maximally compact. A lower value indicates higher levels of compactness of each individual patch. By weighting by patch size, larger urban patches have a higher influence in this weighted-average metric. For applications, see Irwin & Bockstael (2007).",Physical and Natural Environment,Natural Environment and Parks,BEC_v1.0,0,2178,2178,"Pending final cdbk review, default to not public"
0,no,0%,BECGSNPTCH,Number of greenspace patches,"Number of contiguous areas of greenspace (greenspace patches hereafter). Greenspace patches are net of water bodies and exclude limited no observation areas in remote sensing images (due to cloud and shadow). This variable is calculated for L1UX using a 2017 greenspace map at 10 m resolution. Due to the large size of L1AD and L2, this variable is calculated using the same greenspace map resampled to 30 m resolution.  For calculation and interpretation of this variable, refer to Number of urban patches: BECNURBPTCHLLLL >>> Interpretation: Higher number of patches reflects fragmentation of urban expansion. For applications, see McCarty & Kaza (2015).",Physical and Natural Environment,Natural Environment and Parks,BEC_v1.0,0,2178,2178,"Pending final cdbk review, default to not public"
1,no,0%,BECGSPCT,Percentage of greenspace,"Total greenspace area divided by the land area of the geographic unit, and multiplied by 100. Greenspace area and land area  are net of water bodies and exclude limited no observation areas in remote sensing images (due to cloud and shadow). This variable is calculated for L1UX and L3 using a 2017 greenspace map at 10 m resolution. Due to the large size of L1AD and L2, this variable is calculated using the same greenspace map resampled to 30 m resolution. Special note for L3: due to the very small size of some L3 units and the potential need to aggregate adjacent L3s to create large units of analysis, we also provide both the numerator (BECTGSAREAL3) and denominator (land area used to calculate percentage of greenspace, BECGSPCTLANDL3) in the dataset. For more details on this aggregation issue, see Appendix 11. For calculation and interpretation of this variable, refer to Percentage of urban area: BECPCTURBANLLLL >>> Interpretation: Large value indicates a higher level of urbanization of the geographic unit. For applications, see Irwin & Bockstael (2007).",Physical and Natural Environment,Natural Environment and Parks,BEC_v1.0,0,54860,54860,"Pending final cdbk review, default to not public"
0,no,0%,BECGSPCTLAND,land area for calculating percentage of greenspace ,land area in hectares for calculating percentage of greenspace (denominator),Physical and Natural Environment,Natural Environment and Parks,BEC_v1.0,0,52682,52682,"Pending final cdbk review, default to not public"
0,no,0%,BECGSPTCHDENS,Greenspace patch density,"Number of greenspace patches divided by the total area of the geographic unit; Number urban of patches divided by the total area of  the geographic unit (in 100 hectares).  Unit: number of patches/hectare. Greenspace patches and total area are net of water bodies and exclude limited no observation areas in remote sensing images (due to cloud and shadow). This variable is calculated for L1UX using a 2017 greenspace map at 10 m resolution. Due to the large size of L1AD and L2, this variable is calculated using the same greenspace map resampled to 30 m resolution. For calculation and interpretation of this variable, refer to Patch density: BECPTCHDENSLLLL. Interpretation: Higher patch density reflects fragmentation of urban expansion. Examples of use in urban health: Irwin and Bockstael (2007)",Physical and Natural Environment,Natural Environment and Parks,BEC_v1.0,0,2178,2178,"Pending final cdbk review, default to not public"
1,yes,91%,BECHEV,Number of heavy vehicles,"Number of heavy vehicles per geographical unit (L1/L2 unit.). This includes buses, minibuses and sized trucks.",Physical and Natural Environment,Transportation,VehicleRegistration_v1.0,21780,2200,23980,""
0,yes,88%,BECHEVAMOUNT,Number of L2s with available data for heavy vehicles (BECHEV) measure,"Number of L2s with available data in that specific city (L1) and year for heavy vehicles (BECHEV) measures. In some cities, data is not availale for all sub-city (L2) units.",Physical and Natural Environment,Transportation,VehicleRegistration_v1.0,5103,700,5803,""
1,yes,91%,BECHEVCHANGE,Percent change in heavy vehicles (BECHEV) motorization rate,Percent change in heavy vehicles (BECHEV) motorization for 2010-2015 = (BECHEVRATE2015 –BECHEVRATE2010)/(BECHEVRATE2010). Only included in  for year 2015.,Physical and Natural Environment,Transportation,VehicleRegistration_v1.0,1124,110,1234,""
0,yes,88%,BECHEVCORRAMT,Expected number of L2s for heavy vehicles (BECHEV) measure,"Total number of subcities (L2) within city (L1). If there were no missing data, the is the number of subcities that should have data for heavy vehicles (BECHEV) measures. Compare this variable with BECCM_AMOUNTL2 to assess whether the BECHEV measures include data from all L2 units.",Physical and Natural Environment,Transportation,VehicleRegistration_v1.0,5103,700,5803,""
0,yes,91%,BECHEVPCTPOP,Percent of city (L1) population with available data for heavy vehicles (BECHEV) measures,Percent of city (L1) population with available data for heavy vehicles (BECHEV) measures as the sum of population of subcities (L2) with available data divided by total population of city (L1),Physical and Natural Environment,Transportation,VehicleRegistration_v1.0,4637,455,5092,""
0,yes,91%,BECHEVPOPADD,Total population for heavy vehicles (BECHEV) measures,Population value obtained by summing the population of the subcities (L2) with available data for heavy vehicles (BECHEV) measures,Physical and Natural Environment,Transportation,VehicleRegistration_v1.0,4637,455,5092,""
0,yes,91%,BECHEVPOPCORR,Expected population for heavy vehicles (BECHEV) measures,Expected population for heavy vehicles (BECHEV) measures as the sum of population for all subcity (L2) units within the city (L1),Physical and Natural Environment,Transportation,VehicleRegistration_v1.0,4637,455,5092,""
1,yes,93%,BECHEVRATE,Motorization rate for heavy vehicles (BECHEV),Motorization rate heavy vehicles (BECHEV) = (BECHEV/BECHEVPOPADD)*1000,Physical and Natural Environment,Transportation,VehicleRegistration_v1.0,19559,1430,20989,""
1,no,0%,BECMAXNDVINW,Maximum of annual maximum NDVI (water excluded),"Zonal (summary) statistics (e.g., maximum) of annual maximum Normalized Difference Vegetation Index (NDVI) in an area. NDVI is an indicator of vegetation ‘greenness’. NDVI ranges from -1 to 1, with higher values indicating more vegetated areas that are also greener (Currently available for L1AD, L1UX, L1XS, L2, and L3 units). For a detail introduction of definition and the calculation of NDVI, please refer to Appendix 4 of this document. Interpretation: Summary statistics (e.g., max ) of annual maximum NDVI values in effective urbanized area (excluding water and vegetation) with bias-corrections for cloud, heavy aerosols, and shadows. Large value reflects higher prevalence of vegetation, particularly greener vegetation. For applications, see Casey, James, Cushing, Jesdale, & Morello-Frosch (2017). Please see Appendix 4 for a more detailed introduction.",Physical and Natural Environment,Natural Environment and Parks,BEC_v1.0,0,1118401,1118401,"Pending final cdbk review, default to not public"
1,no,0%,BECMEDNDVINW,Median of annual maximum NDVI (water excluded),"Zonal (summary) statistics (e.g., median) of annual maximum Normalized Difference Vegetation Index (NDVI) in an area. NDVI is an indicator of vegetation ‘greenness’. NDVI ranges from -1 to 1, with higher values indicating more vegetated areas that are also greener (Currently available for L1AD, L1UX, L1XS, L2, and L3 units). For a detail introduction of definition and the calculation of NDVI, please refer to Appendix 4 of this document. Interpretation: Summary statistics (e.g., median) of annual maximum NDVI values in effective urbanized area (excluding water and vegetation) with bias-corrections for cloud, heavy aerosols, and shadows. Large value reflects higher prevalence of vegetation, particularly greener vegetation. For applications, see Casey, James, Cushing, Jesdale, & Morello-Frosch (2017). Please see Appendix 4 for a more detailed introduction.",Physical and Natural Environment,Natural Environment and Parks,BEC_v1.0,0,1118401,1118401,"Pending final cdbk review, default to not public"
0,no,0%,BECMINWAGE,Minimim wage,Value of minimum wage per country in USD. Interpretation: USD at 2017 September,Physical and Natural Environment,Transportation,BEC_v1.0,0,371,371,"Pending final cdbk review, default to not public"
1,yes,91%,BECMTRB,Number of motorbike vehicles,"Number of motorbike vehicles per geographical unit. This includes motorbikes, motorized tricycle and quadricycle and similar vehicle.",Physical and Natural Environment,Transportation,VehicleRegistration_v1.0,21776,2190,23966,""
0,yes,88%,BECMTRBAMOUNT,Number of L2s with available data for motorbike vehicles (BECMTRB) measure,"Number of L2s with available data in that specific city (L1) and year for motorbike vehicles (BECMTRB) measures. In some cities, data is not availale for all sub-city (L2) units.",Physical and Natural Environment,Transportation,VehicleRegistration_v1.0,5103,700,5803,""
1,yes,91%,BECMTRBCHANGE,Percent change in motorbike vehicles (BECMTRB) motorization rate,Percent change in motorbike vehicles (BECMTRB) motorization for 2010-2015 = (BECMTRBRATE2015 –BECMTRBRATE2010)/(BECMTRBRATE2010). Only included in  for year 2015.,Physical and Natural Environment,Transportation,VehicleRegistration_v1.0,1123,110,1233,""
0,yes,88%,BECMTRBCORRAMT,Expected number of L2s for motorbike vehicles (BECMTRB) measure,"Total number of subcities (L2) within city (L1). If there were no missing data, the is the number of subcities that should have data for motorbike vehicles (BECMTRB) measures. Compare this variable with BECCM_AMOUNTL2 to assess whether the BECMTRB measures include data from all L2 units.",Physical and Natural Environment,Transportation,VehicleRegistration_v1.0,5103,700,5803,""
0,yes,91%,BECMTRBPCTPOP,Percent of city (L1) population with available data for motorbike vehicles (BECMTRB) measures,Percent of city (L1) population with available data for motorbike vehicles (BECMTRB) measures as the sum of population of subcities (L2) with available data divided by total population of city (L1),Physical and Natural Environment,Transportation,VehicleRegistration_v1.0,4637,455,5092,""
0,yes,91%,BECMTRBPOPADD,Total population for motorbike vehicles (BECMTRB) measures,Population value obtained by summing the population of the subcities (L2) with available data for motorbike vehicles (BECMTRB) measures,Physical and Natural Environment,Transportation,VehicleRegistration_v1.0,4637,455,5092,""
0,yes,91%,BECMTRBPOPCORR,Expected population for motorbike vehicles (BECMTRB) measures,Expected population for motorbike vehicles (BECMTRB) measures as the sum of population for all subcity (L2) units within the city (L1),Physical and Natural Environment,Transportation,VehicleRegistration_v1.0,4637,455,5092,""
1,yes,93%,BECMTRBRATE,Motorization rate for motorbike vehicles (BECMTRB),Motorization rate motorbike vehicles (BECMTRB) = (BECMTRB/BECMTRBPOPADD)*1000,Physical and Natural Environment,Transportation,VehicleRegistration_v1.0,19557,1425,20982,""
0,no,0%,BECNBHDCENT,Distance to city center,"Measures distance to the center of Level 1 units (in km). (Applicable only to Level 2 and Level 3 units, currently available at L2 and L3 level). Interpretation: Measures the distance between each L2 and L3 unit’s centroid to L1 city center. A higher value indicates longer distance to the city center. For applications, see Chatman (2009).",Physical and Natural Environment,Urban Form Metrics,BEC_v1.0,0,57868,57868,"Pending final cdbk review, default to not public"
0,no,0%,BECNUMBRTUS,Number of BRT users,Measure of the BRT system demand (users per day). The Bus Rapid Transit is a bus-based public transport system designed to improve upon the capacity and reliability of a conventional bus system. A BRT system includes roadways specially designated as corridors for buses and stations for boarding. BRT aims to combine the capacity and speed of a metro and the flexibility and lower cost of a bus system. Interpretation: The number of BRT users (applicable only to L1_AD). A unit with higher values indicate that the BRT system transport more users. Year of data: September 2017,Physical and Natural Environment,Transportation,BEC_v1.0,0,1086,1086,"Pending final cdbk review, default to not public"
0,no,0%,BECNURBPTCH,Number of urban patches,"Number of contiguous areas of urban development (urban patches hereafter). (Currently available for L1AD, L1UX, L1XS and L2 units). Interpretation: Higher number of patches reflects fragmentation of urban expansion. For applications, see McCarty & Kaza (2015).",Physical and Natural Environment,Urban Landscape,BEC_v1.0,0,2549,2549,"Pending final cdbk review, default to not public"
0,no,0%,BECOPSTTSYSLNGTH,Open street system length,"Measure the open street or ciclovías system supply. The  Ciclovías Recreativas in Latin America, Open Streets in North America are programs where streets are open temporarily exclusively for people so they can enjoy safe, free space in their city for cycling, skating, walking, jogging or other activities. Interpretation: The total length in km of streets that are used for the Open Streets or Ciclovía program for recreational purposes (applicable only to L1_AD). A unit with higher values has a bigger open street system. Year of data: December 2017",Physical and Natural Environment,Transportation,BEC_v1.0,0,1113,1113,"Pending final cdbk review, default to not public"
1,yes,88%,BECOTHVR,Number of other vehicles,"Number of other vehicles per geographical unit. This includes only other motorized vehicles such as trailer, tractor, and streetcar.",Physical and Natural Environment,Transportation,VehicleRegistration_v1.0,12809,1798,14607,""
0,yes,84%,BECOTHVRAMOUNT,Number of L2s with available data for other vehicles (BECOTHVR) measure,"Number of L2s with available data in that specific city (L1) and year for other vehicles (BECOTHVR) measures. In some cities, data is not availale for all sub-city (L2) units.",Physical and Natural Environment,Transportation,VehicleRegistration_v1.0,3287,616,3903,""
1,yes,86%,BECOTHVRCHANGE,Percent change in other vehicles (BECOTHVR) motorization rate,Percent change in other vehicles (BECOTHVR) motorization for 2010-2015 = (BECOTHVRRATE2015 –BECOTHVRRATE2010)/(BECOTHVRRATE2010). Only included in  for year 2015.,Physical and Natural Environment,Transportation,VehicleRegistration_v1.0,586,93,679,""
0,yes,84%,BECOTHVRCORRAMT,Expected number of L2s for other vehicles (BECOTHVR) measure,"Total number of subcities (L2) within city (L1). If there were no missing data, the is the number of subcities that should have data for other vehicles (BECOTHVR) measures. Compare this variable with BECCM_AMOUNTL2 to assess whether the BECOTHVR measures include data from all L2 units.",Physical and Natural Environment,Transportation,VehicleRegistration_v1.0,3287,616,3903,""
0,yes,89%,BECOTHVRPCTPOP,Percent of city (L1) population with available data for other vehicles (BECOTHVR) measures,Percent of city (L1) population with available data for other vehicles (BECOTHVR) measures as the sum of population of subcities (L2) with available data divided by total population of city (L1),Physical and Natural Environment,Transportation,VehicleRegistration_v1.0,3266,405,3671,""
0,yes,89%,BECOTHVRPOPADD,Total population for other vehicles (BECOTHVR) measures,Population value obtained by summing the population of the subcities (L2) with available data for other vehicles (BECOTHVR)  measures,Physical and Natural Environment,Transportation,VehicleRegistration_v1.0,3266,405,3671,""
0,yes,89%,BECOTHVRPOPCORR,Expected population for other vehicles (BECOTHVR) measures,Expected population for other vehicles (BECOTHVR) measures as the sum of population for all subcity (L2) units within the city (L1),Physical and Natural Environment,Transportation,VehicleRegistration_v1.0,3266,405,3671,""
1,yes,91%,BECOTHVRRATE,Motorization rate for other vehicles (BECOTHVR),Motorization rate other vehicles (BECOTHVR) = (BECOTHVR/BECOTHVRPOPADD)*1000,Physical and Natural Environment,Transportation,VehicleRegistration_v1.0,12711,1195,13906,""
1,yes,91%,BECPAV,Number of passenger vehicles,"Number of passenger vehicles per geograpical unit. This includes car, sport utilitary vehicle (SUV), pick-up truck, light trucks, vans and similar vehicles.",Physical and Natural Environment,Transportation,VehicleRegistration_v1.0,21781,2200,23981,""
0,yes,88%,BECPAVAMOUNT,Number of L2s with available data for passenger vehicles (BECPAV) measure,"Number of L2s with available data in that specific city (L1) and year for passenger vehicles (BECPAV) measures. In some cities, data is not availale for all sub-city (L2) units.",Physical and Natural Environment,Transportation,VehicleRegistration_v1.0,5103,700,5803,""
1,yes,91%,BECPAVCHANGE,Percent change in passenger vehicles (BECPAV) motorization rate,Percent change in passenger vehicles (BECPAV) motorization for 2010-2015 = (BECPAVRATE2015 –BECPAVRATE2010)/(BECPAVRATE2010). Only included in  for year 2015.,Physical and Natural Environment,Transportation,VehicleRegistration_v1.0,1124,110,1234,""
0,yes,88%,BECPAVCORRAMT,Expected number of L2s for passenger vehicles (BECPAV) measure,"Total number of subcities (L2) within city (L1). If there were no missing data, the is the number of subcities that should have data for passenger vehicles (BECPAV) measures. Compare this variable with BECCM_AMOUNTL2 to assess whether the BECPAV measures include data from all L2 units.",Physical and Natural Environment,Transportation,VehicleRegistration_v1.0,5103,700,5803,""
0,yes,91%,BECPAVPCTPOP,Percent of city (L1) population with available data for passenger vehicles (BECPAV) measures,Percent of city (L1) population with available data for passenger vehicles (BECPAV) measures as the sum of population of subcities (L2) with available data divided by total population of city (L1),Physical and Natural Environment,Transportation,VehicleRegistration_v1.0,4637,455,5092,""
0,yes,91%,BECPAVPOPADD,Total population for passenger vehicles (BECPAV) measures,Population value obtained by summing the population of the subcities (L2) with available data for passenger vehicles (BECPAV) measures,Physical and Natural Environment,Transportation,VehicleRegistration_v1.0,4637,455,5092,""
0,yes,91%,BECPAVPOPCORR,Expected population for passenger vehicles (BECPAV) measures,Expected population for passenger vehicles (BECPAV) measures as the sum of population for all subcity (L2) units within the city (L1),Physical and Natural Environment,Transportation,VehicleRegistration_v1.0,4637,455,5092,""
1,yes,93%,BECPAVRATE,Motorization rate for passenger vehicles (BECPAV),Motorization rate passenger vehicles (BECPAV) = (BECPAV/BECPAVPOPADD)*1000,Physical and Natural Environment,Transportation,VehicleRegistration_v1.0,19560,1430,20990,""
0,no,0%,BECPAYCAPBRT,Payment capacity of BRT,"Measures the capacity of payment of a city in the BRT, according to the minimum wage (applicable only to L1_AD). The year of the minimum wage is from September of 2017 in USD. A unit with higher values indicates more expensive systems according to the minimum wage of each country. ",Physical and Natural Environment,Transportation,BEC_v1.0,0,1113,1113,"Pending final cdbk review, default to not public"
0,no,0%,BECPAYCAPSUB,Payment capacity of subway,"Measures the capacity of payment of a city in the Subway, according to the minimum wage (applicable only to L1_AD). The year of the minimum wage is from September of 2017 in USD. Interpretation: It is calculated as the ratio between price trip of subway*10 and minimum wage. A unit with higher values indicates more expensive systems according to the minimum wage of each country.",Physical and Natural Environment,Transportation,BEC_v1.0,0,1113,1113,"Pending final cdbk review, default to not public"
